"time","Are.N","Ace.N","Are.S","Ace.S","S","RelPrice_N","RelLabor_N","Labor.re_N","Price.re_N","Agg.demand.re.tech_N","Profits.re_N","Yre_N","sre_N","Labor.ce_N","Price.ce_N","Agg.demand.ce.tech_N","Profits.ce_N","Yce_N","sce_N","Y_N","RelPrice_S","RelLabor_S","Labor.re_S","Price.re_S","Agg.demand.re.tech_S","Profits.re_S","Yre_S","sre_S","Labor.ce_S","Price.ce_S","Agg.demand.ce.tech_S","Profits.ce_S","Yce_S","sce_S","Y_S","Delta.Temp","Gamma.re.t_N","Gamma.re.t_S","Gamma.ce.t_N","Gamma.ce.t_S","L_N","L_S","Consumption_N","Consumption_S","Utility.Consumer_N","Utility.Consumer_S","CO2.Concentration","Cost.S.Damage","policy.status","Policy.Start.Time","ce.tax_N","RD.subsidy_N","RD.subsidy.GF_N","Tec.subsidy_N","Tec.subsidy.GF_N","ce.tax_S","RD.subsidy_S","Tec.subsidy_S","dS.lag","Budget.function.N","Budget.function.S","Run.ID","Policy.Duration","Budget.N","Budget.S"
2062,144.101526963183,263.855955846102,35.6425292722063,99.4299779413654,2272.62060130382,1.44313372455593,0.937814379260133,0.48395470138796,1.75574341717424,192.255085495564,2.55045596418415,97.4555988177578,0.851149950296631,0.51604529861204,1.21661865930997,182.452977769484,0.806807067696659,149.967269015063,0.148850049703369,347.253931881471,1.98846391803188,0.493963215844421,1.32255790666231,2.22575577126393,155.598840959014,1.34859382645269,69.9083174209428,0.48891681458078,2.67744209333769,1.1193342514693,315.000866396541,1.39293383120551,281.41805361808,0.51108318541922,463.759603574828,1.92482895511749,0.25,0.25,0.25,0.25,1,4,306.448223791907,103.127823860952,0.669176176250005,0.664816031191696,511.616398696182,0.990650469242843,1,9.9,0.25,2,0.48,0.11,0,0.25,0.48,0,-2.70593885181192,41.2796489212309,78.0896808474034,4356,265,1789.67329942744,4195.05775621778
2067,147.213834891169,264.815999427285,36.9889627003217,101.508774040921,2258.94157868436,1.42608611147736,0.960369896521874,0.489892187298826,1.74175819141138,196.458045358956,2.60621242973191,100.385725889877,0.858286506489732,0.510107812701174,1.22135555307175,182.062829127306,0.805081830400947,149.066198347739,0.141713493510268,350.519022614372,1.96674954475125,0.504930869292993,1.34207060163556,2.20637797572838,161.734477765569,1.40177212693152,73.3031599955928,0.496340236595929,2.65792939836444,1.12183983040272,320.310140657534,1.41641144198761,285.522168117838,0.50365976340407,474.968527477058,2.01165974455366,0.25,0.25,0.25,0.25,1,4,309.298099382818,105.618467132696,0.643057212955775,0.638992643353829,525.295421315641,0.989661464124333,1,9.9,0.25,2,0.48,0.11,0,0.25,0.48,0,-2.74830393256842,41.0815702701909,79.3909528981312,4356,265,1789.67329942744,4195.05775621778
2072,150.420065711295,265.732353848793,38.3791127741216,103.541672526667,2245.06259376957,1.40890465713645,0.983935952249631,0.495951470174187,1.72771882344923,200.779639389366,2.66354269613933,103.427639168618,0.865350272066062,0.504048529825813,1.22628512490033,181.611291515446,0.803085131081302,148.098747858666,0.134649727933938,353.828200358199,1.94439083025665,0.516610121253269,1.36253903099727,2.18647106104475,168.083112676566,1.45679650754131,76.874153823125,0.504515998617825,2.63746096900273,1.12450183729582,325.357761611029,1.43873202184397,289.335020024016,0.495484001382175,486.123990277646,2.0974789068939,0.25,0.25,0.25,0.25,1,4,312.185827982665,108.097069766932,0.617957539624477,0.614164997727865,539.174406230428,0.988620619089545,1,9.9,0.25,2,0.48,0.11,0,0.25,0.48,0,-2.78726444363089,40.865221956214,80.6259074194716,4356,265,1789.67329942744,4195.05775621778
2077,153.723103121759,266.605084607255,39.8165036546115,105.526016949839,2231.00125817645,1.39160289398977,1.00855454893787,0.502129528655916,1.71363899773572,205.222770658173,2.72248527555133,106.585031110469,0.872324020922459,0.497870471344084,1.23141379278299,181.099045240662,0.800819978054207,147.065954841531,0.127675979077541,357.184828394185,1.92135937862858,0.52906962660157,1.38403017729795,2.16601520351174,174.661021305824,1.51380803098013,80.6370246259803,0.513491551769521,2.61596982270205,1.12733475455164,330.128611668266,1.45982872079707,292.839913198244,0.486508448230479,497.226959271673,2.18220167678372,0.25,0.25,0.25,0.25,1,4,315.114382642802,110.563842060199,0.593837403102388,0.590295514044194,553.235741823554,0.987528737996009,1,9.9,0.25,2,0.48,0.11,0,0.25,0.48,0,-2.82265171172084,40.6306790593675,81.7906959223006,4356,265,1789.67329942744,4195.05775621778
2082,157.125857863113,267.434400717265,41.3049251288325,107.459057252047,2216.77603558343,1.37419492470218,1.03426864450614,0.508422841446898,1.69953278611424,209.790328123546,2.78307849288696,109.861600526608,0.879190662151616,0.491577158553102,1.2367479718953,180.526977223708,0.798290293283237,145.969090975789,0.120809337848384,360.592468408617,1.89763025175608,0.542383973771272,1.40661205768391,2.14499430590849,181.485553891343,1.57295707384274,84.6088744345066,0.523314149156319,2.59338794231609,1.13035418987629,334.607146721996,1.47963280280466,296.019734096456,0.476685850843681,508.279065556255,2.26574843682616,0.25,0.25,0.25,0.25,1,4,318.086913856301,113.019142614866,0.570658599252542,0.567347935348532,567.460964416572,0.986386816462991,1,9.9,0.25,2,0.48,0.11,0,0.25,0.48,0,-2.85429510787182,40.3780663261428,82.8813587259637,4356,265,1789.67329942744,4195.05775621778
2087,160.631264070766,268.220654367635,42.8484413504318,109.337957507131,2202.40625124884,1.35669534993839,1.06112211567452,0.514827388248783,1.68541456993359,214.485184065617,2.84536045181448,113.261044032579,0.885933426188448,0.485172611751217,1.24229405666507,179.896178770203,0.795500902521837,144.809659037678,0.114066573811552,364.054875536095,1.87318241384378,0.55663421183518,1.43035327786851,2.12339641977979,188.575138328383,1.6344033529087,88.8082585859968,0.53402963958418,2.56964672213149,1.13357695656696,338.777484960303,1.49807403849446,298.857067442771,0.46597036041582,519.28270240778,2.34804428372343,0.25,0.25,0.25,0.25,1,4,321.106745123274,115.46350043291,0.548384412584239,0.545287294734757,581.830748751162,0.985196046310808,1,9.9,0.25,2,0.48,0.11,0,0.25,0.48,0,-2.88202133980076,40.1075576591421,83.8938471488553,4356,265,1789.67329942744,4195.05775621778
2092,164.242275929456,268.964338985745,44.4513951801407,111.159807932301,2187.91209498091,1.3391191886082,1.08915972248755,0.52133865628555,1.67129895629079,219.310192473685,2.9093690133559,116.787047922753,0.892536053423109,0.47866134371445,1.24805840324627,179.20794101327,0.792457515160681,143.589386960691,0.107463946576891,367.575991857721,1.84799929866827,0.571908346702171,1.45532237398452,2.1012142698636,195.949256517773,1.69831572015032,93.2552473720317,0.545680878411779,2.54467762601548,1.13702114030985,342.623529884966,1.51508124915132,301.334353195577,0.454319121588221,530.241132515392,2.4290186374702,0.25,0.25,0.25,0.25,1,4,324.177367120992,117.897639019033,0.526979558241047,0.52407988072652,596.324905019085,0.983957820449027,1,9.9,0.25,2,0.48,0.11,0,0.25,0.48,0,-2.90565799897061,39.8193750615237,84.8240543634127,4356,265,1789.67329942744,4195.05775621778
2097,167.961864720111,269.666085703882,46.1184064002305,112.921642363484,2173.31461540892,1.32148179164614,1.11842707523795,0.527951652578044,1.65720068961254,224.268188481879,2.97514178840061,120.443280647885,0.898982980903362,0.472048347421956,1.25404731271265,178.463748033288,0.789166693803201,142.310219258993,0.101017019096638,371.159938450656,1.82206950221,0.588301778208012,1.4815869031432,2.07844587874782,203.628385671078,1.76487165401752,97.9714640410824,0.558305692748222,2.5184130968568,1.14070614552675,346.12913510365,1.53058303542834,303.434093399939,0.441694307251778,541.15860340195,2.50860490094671,0.25,0.25,0.25,0.25,1,4,327.302430564154,120.322502347395,0.506410126255227,0.503693201772789,610.92238459108,0.982673737934748,1,9.9,0.25,2,0.48,0.11,0,0.25,0.48,0,-2.92503359303282,39.5137870532739,85.6678568433324,4356,265,1789.67329942744,4195.05775621778
2102,171.793016346854,270.326658251276,47.8543617282353,114.620462566863,2158.6357029263,1.30379875056083,1.14897060513218,0.534660922019223,1.64313455990797,229.361988931972,3.04271614517154,124.233386072098,0.905259522600802,0.465339077980777,1.26026701528989,177.66526770802,0.785635813804866,140.974305883229,0.0947404773991981,374.811006119299,1.7953875994603,0.605917640441323,1.5092122414816,2.05509528545414,211.633894917423,1.8342563633167,102.980088765401,0.571934349074004,2.4907877585184,1.14465271235688,349.278319019196,1.54450872670289,305.139117960085,0.428065650925996,552.040469569959,2.58674017798514,0.25,0.25,0.25,0.25,1,4,330.485737871204,122.739282368065,0.486643527979989,0.484095950228566,625.601297073701,0.981345608825231,1,9.9,0.25,2,0.48,0.11,0,0.25,0.48,0,-2.9399814336198,39.1911065914787,86.4211684748072,4356,265,1789.67329942744,4195.05775621778
2107,175.73872942116,270.946946330549,49.6643942430543,116.253270894526,2143.89805818352,1.28608580215975,1.1808375400309,0.541460571159357,1.62911530915306,234.594394113936,3.11212923231547,128.160977671953,0.911352038737023,0.458539428840643,1.26672365593125,176.814340401085,0.781873013253597,139.58398864123,0.0886479612629772,378.533644969793,1.7679550772593,0.624866997268199,1.53826005037644,2.03117334445067,219.987886614023,1.90666141183013,108.305816052109,0.586586496427442,2.46173994962356,1.14888289333653,352.055537539617,1.55678958700019,306.432918082012,0.413413503572558,562.893318879387,2.66336505868179,0.25,0.25,0.25,0.25,1,4,333.731233781107,125.149447497264,0.467648444614292,0.465257966116406,640.33894181648,0.979975458339921,1,9.9,0.25,2,0.48,0.11,0,0.25,0.48,0,-2.95034175510571,38.8516885430253,87.0800094076815,4356,265,1789.67329942744,4195.05775621778
2112,179.802013975479,271.527957595549,51.5538497024275,117.817112686556,2129.1251427253,1.26835873101629,1.21407588648457,0.548344297454157,1.61515753737685,239.968190715996,3.1834180180384,132.229633825128,0.917248089885789,0.451655702545843,1.27342328150545,175.912965667777,0.777887134182908,138.141785392687,0.0827519101142113,382.332453044731,1.73978136110834,0.64526883688684,1.56878638291797,2.00669857837693,228.712971899259,1.98228277300751,113.974751546517,0.602267604640866,2.43121361708203,1.15341997749565,354.446021293553,1.56736030616009,307.30005393451,0.397732395359134,573.72509901943,2.73842348031123,0.25,0.25,0.25,0.25,1,4,337.042995114538,127.554771165183,0.449394777738284,0.44715020090132,655.1118572747,0.978565529746648,1,9.9,0.25,2,0.48,0.11,0,0.25,0.48,0,-2.955965870795,38.4959267760305,87.6405913121194,4356,265,1789.67329942744,4195.05775621778
2117,183.985890851248,272.070808367433,53.5282373218106,119.309129653097,2114.34110812328,1.25063327134295,1.24873441914259,0.555305423580751,1.60127561006529,245.486155968676,3.25661934508046,136.442894301758,0.922936571954651,0.444694576419249,1.28037182982172,174.963287199321,0.773687655995396,136.650372277937,0.0770634280453492,386.212164236525,1.71088489723379,0.667249802349366,1.60083942168504,1.98169804248343,237.831971445238,2.06131823635245,120.014233423368,0.618964988043961,2.39916057831496,1.15828834872966,356.436181184076,1.57616079319599,307.726639549638,0.381035011956039,584.54523850099,2.81186267180271,0.25,0.25,0.25,0.25,1,4,340.42521987553,129.957359169914,0.431853601780431,0.429744681464811,669.895891876721,0.97711828528347,1,9.9,0.25,2,0.48,0.11,0,0.25,0.48,0,-2.95672147243173,38.1242509447836,88.0994200373975,4356,265,1789.67329942744,4195.05775621778
2122,188.293391816121,272.576713161845,55.5931619738223,120.726625751669,2099.57069865297,1.23292500955108,1.28486267930947,0.562336936457722,1.58748356815953,251.151062970156,3.33177000136209,140.804258089162,0.928407828784324,0.437663063542278,1.28757512084012,173.967576179868,0.769284621867375,135.112564202357,0.0715921712156755,390.177635655345,1.6812942584008,0.690943569519617,1.63445683693846,1.95620816462141,247.367530644538,2.14396407219989,126.452560171382,0.636643589019778,2.36554316306154,1.16351326060086,358.014086181484,1.58313828909452,307.700907505428,0.363356410980222,595.364754792332,2.88363319468326,0.25,0.25,0.25,0.25,1,4,343.882215851907,132.359674179995,0.414997118340065,0.413014474424937,684.666301347032,0.975636404210883,1,9.9,0.25,2,0.48,0.11,0,0.25,0.48,0,-2.95249579744754,37.7371230348945,88.4534166936812,4356,265,1789.67329942744,4195.05775621778
2127,192.727560423098,273.046973414879,57.7542376854539,122.067144349191,2084.83912573853,1.21524928978171,1.32251098228252,0.569431530085934,1.57379504266437,256.965687121327,3.40890680535152,145.317182567053,0.933653739698345,0.430568469914065,1.29503884996885,172.928213528532,0.764688560223167,133.531294086421,0.0663462603016549,394.233834869714,1.65104915161459,0.716489836546827,1.66966286963455,1.93027544693685,257.341653856197,2.23041099497012,133.318617435958,0.655241852733888,2.33033713036545,1.16912052257754,359.169998972313,1.58824973545557,307.213834704106,0.344758147266112,606.196338793295,2.95368907655465,0.25,0.25,0.25,0.25,1,4,347.418389088945,134.764554950068,0.398798612293236,0.396933650912714,699.397874261473,0.974122777309133,1,9.9,0.25,2,0.48,0.11,0,0.25,0.48,0,-2.94320428327937,37.3350337783966,88.7000535414603,4356,265,1789.67329942744,4195.05775621778
2132,197.291453620051,273.482965455007,60.016981277167,123.328556508852,2070.17191002087,1.19762112341659,1.36173043516844,0.576581651695284,1.56022317482263,262.932813586856,3.48806670504323,149.985084101128,0.938667780281489,0.423418348304716,1.3027685837501,171.847671204731,0.759910402067321,131.909591118675,0.0613322197185114,398.385827137934,1.62020125979552,0.74403284546257,1.70646521342373,1.90395696438837,267.775158572691,2.32083943236854,140.64139241651,0.674668123016488,2.29353478657627,1.1751360844076,359.896959127139,1.59146435326021,306.259814418486,0.325331876983512,617.054405063644,3.02198804526646,0.25,0.25,0.25,0.25,1,4,351.038232344131,137.175227861533,0.383232409611081,0.381477251906004,714.065089979134,0.972580496835556,1,9.9,0.25,2,0.48,0.11,0,0.25,0.48,0,-2.92879560097334,36.9184989832836,88.8375021006246,4356,265,1789.67329942744,4195.05775621778
2137,201.988144107982,273.88612797318,62.3866879810696,124.509157545733,2055.59468946714,1.18005510405172,1.40257296563596,0.583779550380773,1.54678054312773,269.0552456856,3.56928688926517,154.8113400599,0.943445055488097,0.416220449619227,1.31076975796881,170.728492939123,0.754961395776802,130.250558422775,0.056554944511903,402.63876291785,1.58881479082768,0.773719407712402,1.74485187307113,1.87732054789607,278.687065822313,2.41541424192989,148.449377030811,0.694798133544132,2.25514812692887,1.18158551816987,360.191385978396,1.59276630879647,304.837339692762,0.305201866455868,627.95509477999,3.08849185985152,0.25,0.25,0.25,0.25,1,4,354.746313781617,139.595307844723,0.368273836823625,0.366621254200346,728.642310532862,0.971012841143189,1,9.9,0.25,2,0.48,0.11,0,0.25,0.48,0,-2.90925880578342,36.4880558354377,88.8647864577353,4356,265,1789.67329942744,4195.05775621778
2142,206.820723410492,274.257949286306,64.8682940819223,125.607766641604,2041.13299505988,1.16256532943101,1.44509136136215,0.591017327285921,1.5334790983887,275.335814070974,3.65260490946554,159.799292198146,0.947982305050003,0.408982672714079,1.31904767806832,169.573274794323,0.749853021140496,128.557350589976,0.052017694949997,406.997865945104,1.55696658233017,0.805696461868438,1.78478826066868,1.85044452456508,290.093958758646,2.51427915183623,156.769876052798,0.715474254770291,2.21521173933132,1.18849341120456,360.053658527813,1.59215727800999,302.949646277714,0.284525745229709,638.916218900473,3.15316672214252,0.25,0.25,0.25,0.25,1,4,358.547266167673,142.028785844494,0.35389918206489,0.352342537092827,743.104004940121,0.96942325346886,1,9.9,0.25,2,0.48,0.11,0,0.25,0.48,0,-2.88462964323396,36.0442592090781,88.7819309657478,4356,265,1789.67329942744,4195.05775621778
2147,211.792305626957,274.599954541283,67.4662331959579,126.623823381247,2026.81199626841,1.14516533110282,1.48933932089203,0.598286986588208,1.52033010743056,281.777386577519,3.73805881033737,164.952251375083,0.952277882073474,0.401713013411792,1.32760752193437,168.384645819858,0.744596903815413,126.833151392903,0.0477221179265259,411.468422045026,1.52474564994688,0.840108217979333,1.82621480578327,1.82341692901868,302.009348242941,2.61755126234336,165.628246308689,0.736507121077928,2.17378519421673,1.195882689734,359.488625131352,1.58965870033084,300.605258540296,0.263492878922072,649.957131408676,3.21598375381234,0.25,0.25,0.25,0.25,1,4,362.445776716951,144.480000527054,0.340085657637314,0.33861884985533,757.425003731588,0.967815314498623,1,9.9,0.25,2,0.48,0.11,0,0.25,0.48,0,-2.85499662107931,35.5876779720543,88.590090358425,4356,265,1789.67329942744,4195.05775621778
2152,216.906031807786,274.913693118159,70.1842967549603,127.557472511077,2012.65622350469,1.12786801278907,1.53537151544536,0.605580486367364,1.50734410612599,288.382878575457,3.82568726718201,170.273503501332,0.956331706448448,0.394419513632636,1.33645434486481,167.165249159717,0.73920473178427,125.081152081276,0.0436682935515519,416.055768903551,1.49225206412315,0.877093035308568,1.86904542036061,1.79633410669613,314.44310098854,2.72531608943979,175.047113906261,0.75768012218524,2.13095457963939,1.20377391319051,358.505983208402,1.58531345774755,297.818368781735,0.24231987781476,661.098526915513,3.27691950587283,0.25,0.25,0.25,0.25,1,4,366.446577793191,146.953592911616,0.326811364036674,0.32542878007603,771.580776495314,0.966192708940287,1,9.9,0.25,2,0.48,0.11,0,0.25,0.48,0,-2.82050470798684,35.1188912609183,88.2916471052321,4356,265,1789.67329942744,4195.05775621778
2157,222.165074894455,275.200726417401,73.0255108549226,128.409627661576,1998.68927711969,1.11068559798661,1.58324366152496,0.612889788565407,1.49453086203493,295.155263689638,3.91552972810673,175.76631661263,0.960145195397163,0.387110211434593,1.34559308659817,165.917723890181,0.73368817504238,123.304530576656,0.0398548046028371,420.76528695404,1.45959510609418,0.91678023550219,1.91316713000642,1.76929869545367,327.400989806209,2.83762366676919,185.045628896628,0.778756918798172,2.08683286999358,1.21218459014175,357.120471327424,1.57918672420987,294.608984664343,0.221243081201828,672.362163615874,3.33595646387918,0.25,0.25,0.25,0.25,1,4,370.554438606597,149.454444124605,0.314055255380989,0.312751722949386,785.547722880314,0.964559186755153,1,9.9,0.25,2,0.48,0.11,0,0.25,0.48,0,-2.78135811312577,34.6384846718128,87.8902613420098,4356,265,1789.67329942744,4195.05775621778
